video,index,index of user operation frame,index of response frame,index of finish frame,index of end frame,response time(ms),finish time(ms)
popular_study-sports-cbs_sportscaster-scenario_1-video,3,66,70,117,119,77,1023
popular_study-sports-cbs_sportscaster-scenario_1-video,4,120,124,153,173,118,759
popular_study-sports-cbs_sportscaster-scenario_1-video,5,174,176,204,207,48,632
popular_study-sports-cbs_sportscaster-scenario_1-video,6,208,213,236,246,105,626
popular_study-sports-cbs_sportscaster-scenario_1-video,7,247,249,277,304,61,634
popular_study-sports-cbs_sportscaster-scenario_1-video,8,305,306,338,347,26,723
popular_study-sports-cbs_sportscaster-scenario_1-video,9,348,361,379,395,238,605
popular_study-sports-cbs_sportscaster-scenario_1-video,10,396,400,428,428,79,638
popular_study-sports-cbs_sportscaster-scenario_1-video,11,429,433,460,460,71,613
popular_study-sports-cbs_sportscaster-scenario_1-video,12,461,465,576,591,69,2400
popular_study-sports-cbs_sportscaster-scenario_1-video,13,592,593,625,629,50,764
popular_study-sports-cbs_sportscaster-scenario_1-video,14,630,642,656,656,236,538
popular_study-sports-cbs_sportscaster-scenario_1-video,15,657,660,679,679,67,467
popular_study-sports-cbs_sportscaster-scenario_1-video,16,680,685,715,719,106,776
popular_study-sports-cbs_sportscaster-scenario_1-video,17,720,724,750,756,75,642
popular_study-sports-cbs_sportscaster-scenario_1-video,18,757,758,759,761,21,113
popular_study-sports-cbs_sportscaster-scenario_1-video,19,762,763,767,775,22,114
popular_study-sports-cbs_sportscaster-scenario_1-video,20,776,777,781,788,21,105
popular_study-sports-cbs_sportscaster-scenario_1-video,21,789,789,791,799,0,78
popular_study-sports-cbs_sportscaster-scenario_1-video,22,800,801,805,811,17,106
popular_study-sports-cbs_sportscaster-scenario_1-video,23,812,813,814,827,24,99
popular_study-sports-cbs_sportscaster-scenario_1-video,24,828,830,860,860,46,781
popular_study-sports-cbs_sportscaster-scenario_1-video,25,861,872,884,911,244,498
popular_study-sports-cbs_sportscaster-scenario_2-video,1,2,7,28,56,124,527
popular_study-sports-cbs_sportscaster-scenario_2-video,2,57,69,91,132,514,1455
popular_study-sports-cbs_sportscaster-scenario_2-video,3,133,137,154,157,83,450
popular_study-sports-cbs_sportscaster-scenario_2-video,4,158,160,205,205,52,987
popular_study-sports-cbs_sportscaster-scenario_2-video,5,206,209,235,235,61,632
popular_study-sports-cbs_sportscaster-scenario_2-video,6,236,238,262,262,45,559
popular_study-sports-cbs_sportscaster-scenario_2-video,7,263,266,303,303,63,841
popular_study-sports-cbs_sportscaster-scenario_2-video,8,304,307,342,342,64,839
popular_study-sports-cbs_sportscaster-scenario_2-video,9,343,348,370,370,109,580
popular_study-sports-cbs_sportscaster-scenario_2-video,10,371,372,418,418,19,957
popular_study-sports-cbs_sportscaster-scenario_2-video,11,419,423,457,457,85,783
popular_study-sports-cbs_sportscaster-scenario_2-video,12,458,462,489,489,99,696
popular_study-sports-cbs_sportscaster-scenario_2-video,13,490,494,548,558,82,1391
popular_study-sports-cbs_sportscaster-scenario_2-video,14,559,566,629,636,189,2010
popular_study-sports-cbs_sportscaster-scenario_2-video,15,637,641,658,694,94,520
popular_study-sports-cbs_sportscaster-scenario_2-video,16,695,705,714,730,503,828
popular_study-tools-google_podcasts-scenario_1-video,1,5,12,30,41,201,572
popular_study-tools-google_podcasts-scenario_1-video,2,42,45,63,66,86,493
popular_study-tools-google_podcasts-scenario_1-video,3,67,75,87,109,209,496
popular_study-tools-google_podcasts-scenario_1-video,4,110,115,125,141,116,355
popular_study-tools-google_podcasts-scenario_1-video,5,142,148,157,159,119,309
popular_study-tools-google_podcasts-scenario_1-video,6,160,166,185,204,143,549
popular_study-tools-google_podcasts-scenario_1-video,7,205,210,222,239,99,360
popular_study-tools-google_podcasts-scenario_1-video,8,240,247,257,257,139,357
popular_study-tools-google_podcasts-scenario_1-video,9,258,259,281,288,16,416
popular_study-tools-google_podcasts-scenario_2-video,1,2,4,20,26,63,376
popular_study-tools-google_podcasts-scenario_2-video,2,27,28,30,35,26,85
popular_study-tools-google_podcasts-scenario_2-video,3,36,36,40,43,0,78
popular_study-tools-google_podcasts-scenario_2-video,4,44,45,48,49,20,80
popular_study-tools-google_podcasts-scenario_2-video,5,50,56,56,60,124,124
popular_study-tools-google_podcasts-scenario_2-video,6,61,62,66,73,21,110
popular_study-tools-google_podcasts-scenario_2-video,7,74,74,78,81,0,117
popular_study-tools-google_podcasts-scenario_2-video,8,82,84,94,94,47,281
popular_study-tools-google_podcasts-scenario_2-video,9,95,95,100,101,0,108
popular_study-tools-google_podcasts-scenario_2-video,10,102,102,107,117,0,108
popular_study-tools-google_podcasts-scenario_2-video,11,118,120,145,145,54,788
popular_study-tools-google_podcasts-scenario_2-video,12,146,161,177,205,325,613
popular_study-tools-google_podcasts-scenario_2-video,13,206,216,225,260,260,451
popular_study-tools-google_podcasts-scenario_2-video,14,261,263,284,285,85,494
popular_study-tools-google_podcasts-scenario_2-video,15,286,292,292,315,120,120
popular_study-tools-google_translate-scenario_1-video,1,6,18,58,78,213,1213
popular_study-tools-google_translate-scenario_1-video,2,79,80,84,86,17,147
popular_study-tools-google_translate-scenario_1-video,3,87,88,94,94,20,158
popular_study-tools-google_translate-scenario_1-video,4,95,95,98,102,0,66
popular_study-tools-google_translate-scenario_1-video,5,103,103,112,112,0,205
popular_study-tools-google_translate-scenario_1-video,6,113,113,117,123,0,102
popular_study-tools-google_translate-scenario_1-video,7,124,128,128,131,99,99
popular_study-tools-google_translate-scenario_1-video,8,132,133,136,145,24,97
popular_study-tools-google_translate-scenario_1-video,9,146,147,150,154,15,125
popular_study-tools-google_translate-scenario_1-video,10,155,156,159,160,26,104
popular_study-tools-google_translate-scenario_1-video,11,161,162,165,168,22,98
popular_study-tools-google_translate-scenario_1-video,12,169,170,174,184,23,116
popular_study-tools-google_translate-scenario_1-video,13,185,188,220,237,80,791
popular_study-tools-google_translate-scenario_1-video,14,238,241,259,288,84,419
popular_study-tools-google_translate-scenario_1-video,15,289,293,314,345,77,486
popular_study-tools-google_translate-scenario_1-video,16,346,349,375,396,80,694
popular_study-tools-google_translate-scenario_1-video,17,397,399,438,454,78,915
popular_study-tools-google_translate-scenario_2-video,1,7,11,32,35,97,588
popular_study-tools-google_translate-scenario_2-video,2,36,39,79,79,55,820
popular_study-tools-google_translate-scenario_2-video,3,80,82,112,113,37,605
popular_study-tools-google_translate-scenario_2-video,4,114,120,150,150,116,680
popular_study-tools-google_translate-scenario_2-video,5,151,156,200,200,102,935
popular_study-tools-google_translate-scenario_2-video,6,201,204,228,243,55,509
popular_study-tools-google_translate-scenario_2-video,7,244,253,272,276,191,600
popular_study-tools-google_translate-scenario_2-video,8,277,282,322,342,130,964
popular_study-tools-google_translate-scenario_2-video,9,343,344,593,600,20,6099
popular_study-tools-google_translate-scenario_2-video,10,601,602,652,652,19,1144
popular_study-tools-google_translate-scenario_2-video,11,653,654,687,687,20,757
popular_study-tools-google_translate-scenario_2-video,12,688,690,713,713,67,569
popular_study-tools-google_translate-scenario_2-video,13,714,715,730,732,18,344
popular_study-tools-google_translate-scenario_2-video,14,733,734,839,871,19,3458
popular_study-travel_and_local-airbnb-scenario_1-video,1,1,9,33,33,163,658
popular_study-travel_and_local-airbnb-scenario_1-video,2,34,38,48,54,75,282
popular_study-travel_and_local-airbnb-scenario_1-video,3,55,60,76,76,107,437
popular_study-travel_and_local-airbnb-scenario_1-video,4,77,82,106,106,99,578
popular_study-travel_and_local-airbnb-scenario_1-video,5,107,116,130,131,263,532
popular_study-travel_and_local-airbnb-scenario_1-video,6,132,139,150,162,175,391
popular_study-travel_and_local-airbnb-scenario_1-video,7,163,167,203,207,77,817
popular_study-travel_and_local-airbnb-scenario_1-video,8,208,210,256,258,64,1020
popular_study-travel_and_local-airbnb-scenario_1-video,9,259,264,328,329,147,1459
popular_study-travel_and_local-airbnb-scenario_2-video,1,1,7,36,41,118,833
popular_study-travel_and_local-airbnb-scenario_2-video,2,42,42,46,52,0,134
popular_study-travel_and_local-airbnb-scenario_2-video,3,53,53,74,74,0,447
popular_study-travel_and_local-airbnb-scenario_2-video,4,75,76,82,88,20,155
popular_study-travel_and_local-airbnb-scenario_2-video,5,89,90,92,101,17,68
popular_study-travel_and_local-airbnb-scenario_2-video,6,102,103,105,117,19,102
popular_study-travel_and_local-airbnb-scenario_2-video,7,118,128,139,141,275,521
popular_study-travel_and_local-airbnb-scenario_2-video,8,142,146,157,157,74,295
popular_study-travel_and_local-airbnb-scenario_2-video,9,158,166,185,186,206,558
popular_study-travel_and_local-airbnb-scenario_2-video,10,187,189,200,215,33,251
popular_study-travel_and_local-airbnb-scenario_2-video,11,216,225,244,245,223,588
popular_study-travel_and_local-airbnb-scenario_2-video,12,246,255,274,275,200,817
popular_study-travel_and_local-airbnb-scenario_2-video,13,276,277,320,324,20,865
popular_study-travel_and_local-airbnb-scenario_2-video,14,325,331,394,394,138,1412
popular_study-travel_and_local-google_earth-scenario_1-video,1,1,8,31,33,147,733
popular_study-travel_and_local-google_earth-scenario_1-video,2,34,35,45,45,18,340
popular_study-travel_and_local-google_earth-scenario_1-video,3,46,47,55,56,20,266
popular_study-travel_and_local-google_earth-scenario_1-video,4,57,58,69,69,19,297
popular_study-travel_and_local-google_earth-scenario_1-video,5,70,71,76,80,18,165
popular_study-travel_and_local-google_earth-scenario_1-video,6,81,82,84,109,18,86
popular_study-travel_and_local-google_earth-scenario_1-video,7,110,115,372,372,177,5670
popular_study-travel_and_local-google_earth-scenario_1-video,8,373,385,402,441,257,784
popular_study-travel_and_local-google_earth-scenario_1-video,9,442,446,470,470,102,656
popular_study-travel_and_local-google_earth-scenario_1-video,10,471,473,500,500,46,627
popular_study-travel_and_local-google_earth-scenario_1-video,11,501,504,527,527,61,531
popular_study-travel_and_local-google_earth-scenario_1-video,12,528,531,565,636,61,768
popular_study-travel_and_local-google_earth-scenario_1-video,13,637,654,1014,1278,525,8345
popular_study-travel_and_local-google_earth-scenario_2-video,1,1,10,14,37,225,308
popular_study-travel_and_local-google_earth-scenario_2-video,2,38,44,61,85,152,482
popular_study-travel_and_local-google_earth-scenario_2-video,3,86,91,192,198,118,2409
popular_study-travel_and_local-google_earth-scenario_2-video,4,199,204,240,240,126,942
popular_study-travel_and_local-google_earth-scenario_2-video,5,241,246,272,276,108,712
popular_study-travel_and_local-google_earth-scenario_2-video,6,277,283,354,366,130,1713
popular_study-travel_and_local-google_earth-scenario_2-video,7,367,375,460,487,201,2414
popular_study-travel_and_local-google_earth-scenario_2-video,8,488,498,970,986,344,12000
popular_study-travel_and_local-google_earth-scenario_2-video,9,987,1003,1333,1372,459,8580
popular_study-travel_and_local-google_earth-scenario_2-video,10,1373,1379,1412,1412,171,1064
popular_study-travel_and_local-google_earth-scenario_2-video,11,1413,1417,1442,1442,114,795
popular_study-travel_and_local-google_earth-scenario_2-video,12,1443,1444,1492,1492,29,1254
popular_study-travel_and_local-google_earth-scenario_2-video,13,1493,1494,1560,1561,32,1770
popular_study-travel_and_local-google_earth-scenario_2-video,14,1562,1562,1578,1578,0,459
popular_study-travel_and_local-google_earth-scenario_2-video,15,1579,1580,1594,1594,40,423
popular_study-travel_and_local-google_earth-scenario_2-video,16,1595,1596,1612,1612,23,453
popular_study-travel_and_local-google_earth-scenario_2-video,17,1613,1615,1661,1661,54,1324
popular_study-travel_and_local-google_earth-scenario_2-video,18,1662,1663,1748,1759,26,2469
popular_study-video_players_and_editors-du_recorder-scenario_1-video,1,61,82,217,248,417,3525
popular_study-video_players_and_editors-du_recorder-scenario_1-video,2,249,251,267,272,47,418
popular_study-video_players_and_editors-du_recorder-scenario_1-video,3,273,274,291,293,23,458
popular_study-video_players_and_editors-du_recorder-scenario_1-video,4,294,296,305,316,50,299
popular_study-video_players_and_editors-du_recorder-scenario_1-video,5,317,319,327,369,47,244
popular_study-video_players_and_editors-du_recorder-scenario_1-video,6,370,374,391,428,97,492
popular_study-video_players_and_editors-du_recorder-scenario_1-video,7,429,446,465,497,545,988
popular_study-video_players_and_editors-du_recorder-scenario_1-video,8,498,500,588,641,53,1853
popular_study-video_players_and_editors-du_recorder-scenario_1-video,9,642,643,656,665,24,321
popular_study-video_players_and_editors-du_recorder-scenario_1-video,10,666,668,679,687,52,339
popular_study-video_players_and_editors-du_recorder-scenario_1-video,11,688,690,699,717,47,277
popular_study-video_players_and_editors-du_recorder-scenario_1-video,12,718,720,728,779,42,210
popular_study-video_players_and_editors-du_recorder-scenario_1-video,13,780,781,783,838,35,67
popular_study-video_players_and_editors-du_recorder-scenario_1-video,14,839,842,887,888,124,2973
popular_study-video_players_and_editors-du_recorder-scenario_2-video,1,67,70,75,102,94,208
popular_study-video_players_and_editors-du_recorder-scenario_2-video,2,103,105,142,151,52,838
popular_study-video_players_and_editors-du_recorder-scenario_2-video,3,152,153,174,174,78,676
popular_study-video_players_and_editors-du_recorder-scenario_2-video,4,175,176,280,289,16,3568
popular_study-video_players_and_editors-du_recorder-scenario_2-video,5,290,292,297,302,75,199
popular_study-video_players_and_editors-du_recorder-scenario_2-video,6,303,307,352,361,81,1026
popular_study-video_players_and_editors-du_recorder-scenario_2-video,7,362,363,367,372,62,153
popular_study-video_players_and_editors-du_recorder-scenario_2-video,8,373,375,378,383,79,149
popular_study-video_players_and_editors-du_recorder-scenario_2-video,9,384,385,528,529,21,5902
popular_study-video_players_and_editors-vlc-scenario_1-video,1,2,10,20,40,174,377
popular_study-video_players_and_editors-vlc-scenario_1-video,2,41,45,69,87,83,574
popular_study-video_players_and_editors-vlc-scenario_1-video,3,88,90,122,125,85,711
popular_study-video_players_and_editors-vlc-scenario_1-video,4,126,152,177,206,619,2494
popular_study-video_players_and_editors-vlc-scenario_1-video,5,207,212,272,301,100,1409
popular_study-video_players_and_editors-vlc-scenario_1-video,6,302,310,392,392,168,1902
popular_study-video_players_and_editors-vlc-scenario_2-video,1,1,36,61,90,694,2537
popular_study-video_players_and_editors-vlc-scenario_2-video,2,91,96,240,340,97,2997
popular_study-video_players_and_editors-vlc-scenario_2-video,3,341,348,363,436,163,515
popular_study-video_players_and_editors-vlc-scenario_2-video,4,437,440,462,500,61,539
popular_study-video_players_and_editors-vlc-scenario_2-video,5,501,502,673,715,18,4853
popular_study-video_players_and_editors-vlc-scenario_2-video,6,716,718,738,770,40,482
popular_study-weather-accu_weather-scenario_1-video,1,266,270,290,362,84,499
popular_study-weather-accu_weather-scenario_1-video,2,363,380,415,442,498,1327
